FID,Field1,x,y,WPreyD,Rgd,Alt,LargeLS,Small_LS,LS_Biomass,Village_LC
1909,6320,8722000,3748610,0.2300000,83.5104980,3974.0000000,1.5623699,0.0000000,306.2250061,7415220.0000000
1910,6321,8722500,3748610,0.2300000,50.7839012,4067.0000000,1.5313801,0.0000000,300.1499939,7737450.0000000
1911,6322,8723000,3748610,0.2300000,84.8292007,4465.0000000,1.5266900,0.0000000,299.2309875,7159230.0000000
1912,6428,8670500,3749110,0.2030430,17.2626991,4080.0000000,0.0000000,0.0000000,0.0000000,129157000.0000000
1913,6429,8671000,3749110,0.2164000,53.4509010,4060.0000000,0.0000000,0.0000000,0.0000000,127286000.0000000
1914,6430,8671500,3749110,0.2274470,39.5094986,4232.0000000,0.0000000,0.0000000,0.0000000,125467000.0000000
1915,6431,8672000,3749110,0.2384580,68.6585999,4545.0000000,0.0000000,0.0000000,0.0000000,123710000.0000000
1916,6432,8672500,3749110,0.2481310,42.5088005,4817.0000000,0.0000000,0.0000000,0.0000000,121352000.0000000
1917,6433,8673000,3749110,0.2579300,61.5549011,4725.0000000,0.0000000,0.0000000,0.0000000,119167000.0000000
1918,6434,8673500,3749110,0.2665690,54.9726982,4911.0000000,0.0000000,0.0000000,0.0000000,117326000.0000000
1919,6435,8674000,3749110,0.2743820,54.3690987,5100.0000000,0.0000000,0.0000000,0.0000000,115486000.0000000
1920,6436,8674500,3749110,0.2812980,47.0213013,5338.0000000,0.0000000,0.0000000,0.0000000,113770000.0000000
1921,6437,8675000,3749110,0.2866300,45.1664009,5308.0000000,0.0000000,0.0000000,0.0000000,112231000.0000000
1922,6438,8675500,3749110,0.2895760,46.2709007,5114.0000000,0.0000000,0.0000000,0.0000000,110771000.0000000
1923,6439,8676000,3749110,0.2894540,38.4187012,4911.0000000,0.0000000,0.0000000,0.0000000,109458000.0000000
1924,6440,8676500,3749110,0.2893330,41.2431984,4783.0000000,0.0000000,0.0000000,0.0000000,108128000.0000000
1925,6441,8677000,3749110,0.2890880,44.4972000,4798.0000000,0.0000000,0.0000000,0.0000000,106212000.0000000
1926,6442,8677500,3749110,0.2887220,41.8330002,4747.0000000,0.0000000,0.0000000,0.0000000,103825000.0000000
1927,6443,8678000,3749110,0.2883540,40.0873985,4760.0000000,0.0000000,0.0000000,0.0000000,101433000.0000000
1928,6444,8678500,3749110,0.2879750,38.8457985,4516.0000000,0.0000000,0.0000000,0.0000000,99295800.0000000
1929,6445,8679000,3749110,0.2877220,43.9203987,4574.0000000,0.0000000,0.0000000,0.0000000,98247504.0000000
1930,6446,8679500,3749110,0.2874680,51.7300987,4782.0000000,0.0000000,0.0000000,0.0000000,96951504.0000000
1931,6447,8680000,3749110,0.2870890,57.3148994,4877.0000000,0.0000000,0.0000000,0.0000000,95355200.0000000
1932,6448,8680500,3749110,0.2867090,28.9309998,4966.0000000,0.0000000,0.0000000,0.0000000,93567504.0000000
1933,6449,8681000,3749110,0.2863290,73.4574966,4797.0000000,0.0000000,0.0000000,0.0000000,91955600.0000000
1934,6450,8681500,3749110,0.2859490,37.0000000,4896.0000000,0.0000000,0.0000000,0.0000000,90657296.0000000
1935,6451,8682000,3749110,0.2856960,63.1427002,4634.0000000,0.0000000,0.0000000,0.0000000,89389800.0000000
1936,6452,8682500,3749110,0.2854430,66.4002991,4479.0000000,0.0000000,0.0000000,0.0000000,88233504.0000000
1937,6453,8683000,3749110,0.2852050,46.1086006,4240.0000000,0.0000000,0.0000000,0.0000000,87199600.0000000
1938,6454,8683500,3749110,0.2850790,29.3598003,4053.0000000,0.0000000,0.0000000,0.0000000,86293600.0000000
1939,6455,8684000,3749110,0.2849530,25.6320000,3840.0000000,0.0000000,0.0000000,0.0000000,85631000.0000000
1940,6456,8684500,3749110,0.2848260,63.9217987,4008.0000000,0.0000000,0.0000000,0.0000000,85231104.0000000
1941,6457,8685000,3749110,0.2848260,47.7388992,4138.0000000,0.0000000,0.0000000,0.0000000,84028704.0000000
1942,6458,8685500,3749110,0.2849530,51.8555984,4360.0000000,0.0000000,0.0000000,0.0000000,81906600.0000000
1943,6459,8686000,3749110,0.2850790,33.1209984,4606.0000000,0.0000000,0.0000000,0.0000000,79653296.0000000
1944,6460,8686500,3749110,0.2852050,56.0625000,4509.0000000,0.0000000,0.0000000,0.0000000,77366496.0000000
1945,6461,8687000,3749110,0.2852050,80.1436005,4825.0000000,0.0000000,0.0000000,0.0000000,75184200.0000000
1946,6462,8687500,3749110,0.2851900,56.0088997,4980.0000000,0.0000000,0.0000000,0.0000000,72748600.0000000
1947,6463,8688000,3749110,0.2851750,33.8083000,5226.0000000,0.0000000,0.0000000,0.0000000,70181296.0000000
1948,6464,8688500,3749110,0.2851750,44.7102013,4989.0000000,0.0000000,0.0000000,0.0000000,67605400.0000000
1949,6465,8689000,3749110,0.2853020,62.5460014,4665.0000000,0.0000000,0.0000000,0.0000000,65175300.0000000
1950,6466,8689500,3749110,0.2853020,42.3674011,4496.0000000,0.0000000,0.0000000,0.0000000,62872300.0000000
1951,6467,8690000,3749110,0.2853020,24.4948997,4397.0000000,0.0000000,0.0000000,0.0000000,60635600.0000000
1952,6468,8690500,3749110,0.2851750,36.6059990,4307.0000000,0.0000000,0.0000000,0.0000000,58455200.0000000
1953,6469,8691000,3749110,0.2850480,37.4832993,4210.0000000,0.0000000,0.0000000,0.0000000,56307000.0000000
1954,6470,8691500,3749110,0.2849210,33.9263992,4026.0000000,0.0000000,0.0000000,0.0000000,54240800.0000000
1955,6471,8692000,3749110,0.2847940,55.1814995,3989.0000000,0.0000000,0.0000000,0.0000000,52244300.0000000
1956,6472,8692500,3749110,0.2845400,9.2736197,4135.0000000,0.0000000,0.0000000,0.0000000,50206300.0000000
1957,6473,8693000,3749110,0.2840320,17.9722004,3987.0000000,0.0000000,0.0000000,0.0000000,48162700.0000000
1958,6474,8693500,3749110,0.2831210,39.5601006,4098.0000000,0.0000000,0.0000000,0.0000000,46135300.0000000
1959,6475,8694000,3749110,0.2820770,40.6693993,4253.0000000,0.0000000,0.0000000,0.0000000,44174900.0000000
1960,6476,8694500,3749110,0.2808970,12.1244001,4370.0000000,0.0000000,0.0000000,0.0000000,42003800.0000000
1961,6477,8695000,3749110,0.2794870,43.8520012,4190.0000000,0.0000000,0.0000000,0.0000000,39838200.0000000
1962,6478,8695500,3749110,0.2780770,32.0155983,3968.0000000,0.0000000,0.0000000,0.0000000,37787400.0000000
1963,6479,8696000,3749110,0.2765810,77.7882004,3934.0000000,0.0000000,0.0000000,0.0000000,35805100.0000000
1964,6480,8696500,3749110,0.2750960,80.6969986,3928.0000000,0.0000000,0.0000000,0.0000000,33875100.0000000
1965,6481,8697000,3749110,0.2735670,54.2309990,3813.0000000,0.0000000,0.0000000,0.0000000,32539300.0000000
1966,6482,8697500,3749110,0.2719110,28.4955997,3549.0000000,0.2789010,0.1827830,61.0620003,31627800.0000000
1967,6483,8698000,3749110,0.2703190,42.2492981,3585.0000000,0.7697670,0.5044800,168.5310059,30901100.0000000
1968,6484,8698500,3749110,0.2686580,55.5607986,3896.0000000,1.1713800,0.7676870,256.4599915,29864300.0000000
1969,6485,8699000,3749110,0.2669970,72.2149963,4173.0000000,1.4170099,1.0293300,313.7600098,28613700.0000000
1970,6486,8699500,3749110,0.2652080,26.9815006,4518.0000000,1.4042400,1.3703200,323.1919861,27201700.0000000
1971,6487,8700000,3749110,0.2634190,60.1996994,4554.0000000,1.3686399,1.7674100,330.1130066,25220700.0000000
1972,6488,8700500,3749110,0.2616670,84.2852020,4715.0000000,1.3186400,1.8353100,322.6889954,23210800.0000000
1973,6489,8701000,3749110,0.2596460,42.3555984,5169.0000000,1.3138300,1.7255700,317.9060059,20976000.0000000
1974,6490,8701500,3749110,0.2575480,32.6955986,5023.0000000,1.3805701,1.6686500,328.9939880,18574600.0000000
1975,6491,8702000,3749110,0.2550970,60.2495003,5062.0000000,1.3229100,1.5065100,312.0180054,16946200.0000000
1976,6492,8702500,3749110,0.2527100,39.2938004,4986.0000000,1.2905500,1.7162300,313.0159912,15658700.0000000
1977,6493,8703000,3749110,0.2506450,39.7743988,4777.0000000,1.2268600,1.9942501,310.2630005,14290600.0000000
1978,6494,8703500,3749110,0.2485850,35.0713997,4616.0000000,1.2015100,2.2677901,314.8689880,13099700.0000000
1979,6495,8704000,3749110,0.2467310,30.3973999,4376.0000000,1.3723500,2.6639800,362.2200012,11412700.0000000
1980,6496,8704500,3749110,0.2452560,47.3498001,4208.0000000,1.4598500,2.8338301,385.3150024,10357500.0000000
1981,6497,8705000,3749110,0.2437180,83.9404984,4039.0000000,1.4138000,2.7444401,373.1600037,9349300.0000000
1982,6498,8705500,3749110,0.2423960,40.2989006,3800.0000000,1.0730200,2.0829101,283.2139893,8433520.0000000
1983,6499,8706000,3749110,0.2411820,50.5172997,3477.0000000,0.6539410,1.2694100,172.6020050,7708100.0000000
1984,6500,8706500,3749110,0.2400960,5.9160800,3407.0000000,0.5577220,1.2746201,153.9250031,8409230.0000000
1985,6501,8707000,3749110,0.2390100,11.8322001,3392.0000000,0.9531070,2.5028801,274.4100037,9115730.0000000
1986,6502,8707500,3749110,0.2378980,36.0970993,3629.0000000,1.6513400,4.3702102,476.6199951,9866620.0000000
1987,6503,8708000,3749110,0.2368150,32.8786011,3748.0000000,2.3136899,6.1230998,667.7919922,10896700.0000000
1988,6504,8708500,3749110,0.2357960,13.7112999,3778.0000000,2.6312599,6.9635301,759.4509888,12456500.0000000
1989,6505,8709000,3749110,0.2348250,36.8917007,3897.0000000,2.6856999,7.1076002,775.1630249,14366500.0000000
1990,6506,8709500,3749110,0.2339370,22.0907001,4153.0000000,2.7219901,7.2036500,785.6380005,15181000.0000000
1991,6507,8710000,3749110,0.2329840,41.8807983,4207.0000000,2.6494000,7.0115499,764.6870117,15879700.0000000
1992,6508,8710500,3749110,0.2321590,32.6803017,4257.0000000,2.6494000,7.0115499,764.6870117,16757200.0000000
1993,6509,8711000,3749110,0.2314600,42.0713997,4289.0000000,2.6312599,6.9635301,759.4509888,17530800.0000000
1994,6510,8711500,3749110,0.2308250,33.7490997,4380.0000000,2.6766200,7.0835900,772.5430298,18394900.0000000
1995,6511,8712000,3749110,0.2303800,23.1947994,4409.0000000,2.7945800,7.3957400,806.5889893,19300900.0000000
1996,6512,8712500,3749110,0.2300630,29.7992992,4430.0000000,2.8217900,7.4677801,814.4429932,20237400.0000000
1997,6513,8713000,3749110,0.2300000,20.3223991,4410.0000000,2.8762300,7.6118498,830.1560059,21140900.0000000
1998,6514,8713500,3749110,0.2300000,34.8998985,4555.0000000,2.6269200,7.0100098,760.2269897,22121300.0000000
1999,6515,8714000,3749110,0.2300000,18.1658993,4575.0000000,2.6008101,7.8970098,786.1539917,23668800.0000000
2000,6516,8714500,3749110,0.2300000,21.7486000,4601.0000000,2.9824600,10.3556995,947.0120239,22555400.0000000
2001,6517,8715000,3749110,0.2300000,10.7237997,4684.0000000,3.5615499,13.3659000,1165.8699951,20225300.0000000
2002,6518,8715500,3749110,0.2300000,69.9857025,4539.0000000,4.6098800,17.5310001,1517.1199951,17888300.0000000
2003,6519,8716000,3749110,0.2300000,56.8330994,4284.0000000,5.8375201,22.1996002,1921.1400146,15652800.0000000
2004,6520,8716500,3749110,0.2300000,36.4966011,4003.0000000,6.9649301,26.4871006,2292.1699219,13565700.0000000
2005,6521,8717000,3749110,0.2300000,44.7995987,4031.0000000,7.8418102,29.8218002,2580.7600098,11564700.0000000
2006,6522,8717500,3749110,0.2300000,18.7350006,4126.0000000,7.9420300,30.2028999,2613.7399902,9505800.0000000
2007,6523,8718000,3749110,0.2300000,35.4401016,3860.0000000,7.9420300,30.2028999,2613.7399902,7494590.0000000
2008,6524,8718500,3749110,0.2300000,35.3553009,3580.0000000,7.1403098,27.1539993,2349.8898926,5619160.0000000
2009,6525,8719000,3749110,0.2300000,42.5441017,3473.0000000,4.7595901,18.0074005,1563.1400146,3858080.0000000
2010,6526,8719500,3749110,0.2300000,30.5286999,3360.0000000,2.5899100,9.3371696,834.4229736,2141540.0000000
2011,6527,8720000,3749110,0.2300000,25.0000000,3364.0000000,1.1320000,2.4772100,308.5740051,453154.0000000
2012,6528,8720500,3749110,0.2300000,26.1725006,3415.0000000,0.8611570,0.0000000,168.7870026,1251800.0000000
2013,6529,8721000,3749110,0.2300000,61.2943993,3587.0000000,1.2684600,0.0000000,248.6179962,2897640.0000000
2014,6530,8721500,3749110,0.2300000,49.4975014,3613.0000000,1.5056500,0.0000000,295.1069946,4742600.0000000
2015,6531,8722000,3749110,0.2300000,29.1375999,3767.0000000,1.5159600,0.0000000,297.1279907,6592880.0000000
2016,6532,8722500,3749110,0.2300000,49.4267006,3977.0000000,1.4783300,0.0000000,289.7529907,5919840.0000000
2017,6533,8723000,3749110,0.2300000,80.7959976,4422.0000000,1.4765199,0.0000000,289.3980103,4914300.0000000
2018,6534,8723500,3749110,0.2300000,51.1859016,4674.0000000,1.5527500,0.0000000,304.3389893,4249850.0000000
2019,6638,8670000,3749610,0.1824390,12.3692999,4147.0000000,0.0000000,0.0000000,0.0000000,130376000.0000000
2020,6639,8670500,3749610,0.1966670,26.2868996,4088.0000000,0.0000000,0.0000000,0.0000000,128302000.0000000
2021,6640,8671000,3749610,0.2104210,32.1870003,4101.0000000,0.0000000,0.0000000,0.0000000,126257000.0000000
2022,6641,8671500,3749610,0.2224140,68.6222000,4350.0000000,0.0000000,0.0000000,0.0000000,124325000.0000000
2023,6642,8672000,3749610,0.2329630,95.6085968,4701.0000000,0.0000000,0.0000000,0.0000000,122297000.0000000
2024,6643,8672500,3749610,0.2433330,47.6549988,4990.0000000,0.0000000,0.0000000,0.0000000,120420000.0000000
2025,6644,8673000,3749610,0.2538330,66.8805008,4957.0000000,0.0000000,0.0000000,0.0000000,117907000.0000000
2026,6645,8673500,3749610,0.2632270,42.5088005,5011.0000000,0.0000000,0.0000000,0.0000000,115861000.0000000
2027,6646,8674000,3749610,0.2718320,56.2317009,5214.0000000,0.0000000,0.0000000,0.0000000,113734000.0000000
2028,6647,8674500,3749610,0.2797060,48.0833015,5468.0000000,0.0000000,0.0000000,0.0000000,111757000.0000000
2029,6648,8675000,3749610,0.2860420,48.3735008,5425.0000000,0.0000000,0.0000000,0.0000000,109919000.0000000
2030,6649,8675500,3749610,0.2900000,42.6848984,5218.0000000,0.0000000,0.0000000,0.0000000,108476000.0000000
2031,6650,8676000,3749610,0.2900000,45.7275009,5007.0000000,0.0000000,0.0000000,0.0000000,107184000.0000000
2032,6651,8676500,3749610,0.2898700,36.2766991,5026.0000000,0.0000000,0.0000000,0.0000000,105967000.0000000
2033,6652,8677000,3749610,0.2898730,37.6031990,4953.0000000,0.0000000,0.0000000,0.0000000,104661000.0000000
2034,6653,8677500,3749610,0.2898730,36.0000000,4947.0000000,0.0000000,0.0000000,0.0000000,102878000.0000000
2035,6654,8678000,3749610,0.2897470,36.4692001,4701.0000000,0.0000000,0.0000000,0.0000000,100454000.0000000
2036,6655,8678500,3749610,0.2894940,50.8821983,4574.0000000,0.0000000,0.0000000,0.0000000,98144400.0000000
2037,6656,8679000,3749610,0.2892410,24.4745007,4552.0000000,0.0000000,0.0000000,0.0000000,96106800.0000000
2038,6657,8679500,3749610,0.2889870,61.2453995,4779.0000000,0.0000000,0.0000000,0.0000000,94892496.0000000
2039,6658,8680000,3749610,0.2887340,84.4984970,5001.0000000,0.0000000,0.0000000,0.0000000,93423000.0000000
2040,6659,8680500,3749610,0.2883540,38.6264000,5139.0000000,0.0000000,0.0000000,0.0000000,91921800.0000000
2041,6660,8681000,3749610,0.2879750,45.2658997,4985.0000000,0.0000000,0.0000000,0.0000000,90053800.0000000
2042,6661,8681500,3749610,0.2875950,40.7798996,4817.0000000,0.0000000,0.0000000,0.0000000,88489200.0000000
2043,6662,8682000,3749610,0.2872240,28.8444004,4598.0000000,0.0000000,0.0000000,0.0000000,87285904.0000000
2044,6663,8682500,3749610,0.2870980,43.2896996,4382.0000000,0.0000000,0.0000000,0.0000000,86183400.0000000
2045,6664,8683000,3749610,0.2869720,48.8773994,4170.0000000,0.0000000,0.0000000,0.0000000,85161104.0000000
2046,6665,8683500,3749610,0.2868450,51.2639999,3910.0000000,0.0000000,0.0000000,0.0000000,84289504.0000000
2047,6666,8684000,3749610,0.2867190,41.6053009,3941.0000000,0.0000000,0.0000000,0.0000000,83679200.0000000
2048,6667,8684500,3749610,0.2865930,32.0779991,4108.0000000,0.0000000,0.0000000,0.0000000,83184000.0000000
2049,6668,8685000,3749610,0.2865930,39.2556000,4309.0000000,0.0000000,0.0000000,0.0000000,82884704.0000000
2050,6669,8685500,3749610,0.2867190,45.0666008,4450.0000000,0.0000000,0.0000000,0.0000000,81899104.0000000
2051,6670,8686000,3749610,0.2868450,32.0779991,4724.0000000,0.0000000,0.0000000,0.0000000,79907296.0000000
2052,6671,8686500,3749610,0.2869720,77.0325012,4603.0000000,0.0000000,0.0000000,0.0000000,77551504.0000000
2053,6672,8687000,3749610,0.2870980,54.0555000,4760.0000000,0.0000000,0.0000000,0.0000000,75370896.0000000
2054,6673,8687500,3749610,0.2870980,37.3630981,5020.0000000,0.0000000,0.0000000,0.0000000,72908400.0000000
2055,6674,8688000,3749610,0.2872150,34.7994003,5238.0000000,0.0000000,0.0000000,0.0000000,70342896.0000000
2056,6675,8688500,3749610,0.2873330,44.2379990,5031.0000000,0.0000000,0.0000000,0.0000000,67739000.0000000
2057,6676,8689000,3749610,0.2873330,47.7911987,4754.0000000,0.0000000,0.0000000,0.0000000,65279800.0000000
2058,6677,8689500,3749610,0.2874600,20.6397991,4536.0000000,0.0000000,0.0000000,0.0000000,62952200.0000000
2059,6678,8690000,3749610,0.2873330,8.3666000,4394.0000000,0.0000000,0.0000000,0.0000000,60709500.0000000
2060,6679,8690500,3749610,0.2872060,36.9323997,4326.0000000,0.0000000,0.0000000,0.0000000,58518600.0000000
2061,6680,8691000,3749610,0.2870790,24.9599991,4226.0000000,0.0000000,0.0000000,0.0000000,56360900.0000000
2062,6681,8691500,3749610,0.2869520,32.9696999,4203.0000000,0.0000000,0.0000000,0.0000000,54260900.0000000
2063,6682,8692000,3749610,0.2866980,66.9253006,4219.0000000,0.0000000,0.0000000,0.0000000,52123100.0000000
2064,6683,8692500,3749610,0.2864440,33.6006012,4198.0000000,0.0000000,0.0000000,0.0000000,50001600.0000000
2065,6684,8693000,3749610,0.2860630,55.8658981,4146.0000000,0.0000000,0.0000000,0.0000000,47917700.0000000
2066,6685,8693500,3749610,0.2852720,35.5106010,4306.0000000,0.0000000,0.0000000,0.0000000,45793800.0000000
2067,6686,8694000,3749610,0.2842490,55.5517998,4474.0000000,0.0000000,0.0000000,0.0000000,43743500.0000000
2068,6687,8694500,3749610,0.2830770,55.8838005,4373.0000000,0.0000000,0.0000000,0.0000000,41509500.0000000
2069,6688,8695000,3749610,0.2816670,31.9218006,4127.0000000,0.0000000,0.0000000,0.0000000,39377900.0000000
2070,6689,8695500,3749610,0.2801600,45.8475990,4234.0000000,0.0000000,0.0000000,0.0000000,37279000.0000000
2071,6690,8696000,3749610,0.2786620,85.6154022,4213.0000000,0.0000000,0.0000000,0.0000000,35139900.0000000
2072,6691,8696500,3749610,0.2772610,34.7850990,4116.0000000,0.0000000,0.0000000,0.0000000,33028000.0000000
2073,6692,8697000,3749610,0.2756050,41.9047012,3879.0000000,0.0000000,0.0000000,0.0000000,31066100.0000000
2074,6693,8697500,3749610,0.2740260,49.1833000,3674.0000000,0.1450280,0.0950469,31.7521000,29901900.0000000
2075,6694,8698000,3749610,0.2723640,5.6568499,3519.0000000,0.4908660,0.3216970,107.4690018,29118500.0000000
2076,6695,8698500,3749610,0.2707030,56.3470993,3718.0000000,0.8053770,0.6166390,179.4360046,28322400.0000000
2077,6696,8699000,3749610,0.2689140,80.2309036,4079.0000000,1.1433100,1.1578600,264.6140137,27035500.0000000
2078,6697,8699500,3749610,0.2671250,60.1831017,4356.0000000,1.2398900,1.6179000,299.6449890,25550600.0000000
2079,6698,8700000,3749610,0.2653350,58.6515007,4391.0000000,1.2489200,2.0442300,316.3359985,24043200.0000000
2080,6699,8700500,3749610,0.2635050,95.8906021,4860.0000000,1.1668700,2.1503401,303.9679871,22082500.0000000
2081,6700,8701000,3749610,0.2611900,31.8903999,5109.0000000,1.2612400,2.1470499,322.3500061,19683400.0000000
2082,6701,8701500,3749610,0.2588100,28.8444004,5272.0000000,1.2882200,2.0344601,323.6969910,17290300.0000000
2083,6702,8702000,3749610,0.2563870,85.3581009,5003.0000000,1.2819300,2.0007300,321.2839966,14973800.0000000
2084,6703,8702500,3749610,0.2538060,48.0521011,4796.0000000,1.2786900,2.1881001,327.2070007,13411900.0000000
2085,6704,8703000,3749610,0.2515480,60.8522987,4700.0000000,1.2502199,2.3766899,328.2269897,12211100.0000000
2086,6705,8703500,3749610,0.2491610,58.1978989,4406.0000000,1.3263000,2.5745900,350.0650024,11034500.0000000
2087,6706,8704000,3749610,0.2473080,58.8218002,4269.0000000,1.3999900,2.7176199,369.5150146,9934160.0000000
2088,6707,8704500,3749610,0.2455130,55.9911003,4001.0000000,1.4414300,2.7980800,380.4530029,8432250.0000000
2089,6708,8705000,3749610,0.2438460,35.3694992,3839.0000000,1.3493299,2.6192901,356.1440125,7499620.0000000
2090,6709,8705500,3749610,0.2422440,38.6004982,3622.0000000,0.9901220,1.9220001,261.3340149,6636270.0000000
2091,6710,8706000,3749610,0.2407350,9.3273802,3394.0000000,0.5847250,1.1414500,154.5570068,5994170.0000000
2092,6711,8706500,3749610,0.2395210,5.7445598,3407.0000000,0.5791030,1.3929100,162.2559967,6703130.0000000
2093,6712,8707000,3749610,0.2383070,4.0000000,3449.0000000,1.1432400,3.0255301,329.9689941,7437800.0000000
2094,6713,8707500,3749610,0.2372200,45.6837006,3558.0000000,1.9779800,5.2346501,570.8969727,8318300.0000000
2095,6714,8708000,3749610,0.2361780,28.6704998,3745.0000000,2.6675501,7.0595698,769.9249878,9819700.0000000
2096,6715,8708500,3749610,0.2351590,30.8057995,3889.0000000,2.7219901,7.2036500,785.6380005,11733400.0000000
2097,6716,8709000,3749610,0.2342540,30.1163998,3970.0000000,2.6675501,7.0595698,769.9249878,13696900.0000000
2098,6717,8709500,3749610,0.2333020,25.6905003,4169.0000000,2.6947701,7.1316099,777.7810059,15738600.0000000
2099,6718,8710000,3749610,0.2324760,39.8497009,4255.0000000,2.7129200,7.1796298,783.0189819,17572000.0000000
2100,6719,8710500,3749610,0.2317140,13.8203001,4340.0000000,2.6675501,7.0595698,769.9249878,18921200.0000000
2101,6720,8711000,3749610,0.2310790,24.6576996,4453.0000000,2.6403301,6.9875398,762.0689697,19725300.0000000
2102,6721,8711500,3749610,0.2305060,26.9629002,4486.0000000,2.7038400,7.1556201,780.3989868,20615900.0000000
2103,6722,8712000,3749610,0.2301270,46.2384987,4583.0000000,2.8127201,7.4437699,811.8250122,21561000.0000000
2104,6723,8712500,3749610,0.2300000,26.1725006,4567.0000000,2.8308699,7.4917898,817.0629883,22494400.0000000
2105,6724,8713000,3749610,0.2300000,32.8023987,4548.0000000,2.8580899,7.5638299,824.9199829,23387000.0000000
2106,6725,8713500,3749610,0.2300000,26.3248997,4655.0000000,3.2035699,9.3183603,954.0419922,24354800.0000000
2107,6726,8714000,3749610,0.2300000,39.0895996,4740.0000000,3.8539000,12.7778997,1202.5899658,25355000.0000000
2108,6727,8714500,3749610,0.2300000,17.4929008,4660.0000000,4.7387900,17.1189003,1527.9599609,23131300.0000000
2109,6728,8715000,3749610,0.2300000,69.8140030,4508.0000000,5.7070999,21.5358009,1872.3399658,20823900.0000000
2110,6729,8715500,3749610,0.2300000,51.5073013,4365.0000000,6.6893401,25.4389992,2201.4799805,18584200.0000000
2111,6730,8716000,3749610,0.2300000,34.2345009,4138.0000000,7.4910598,28.4878998,2465.3200684,16450000.0000000
2112,6731,8716500,3749610,0.2300000,38.4837990,4182.0000000,7.9420300,30.2028999,2613.7399902,14483300.0000000
2113,6732,8717000,3749610,0.2300000,43.2896996,4247.0000000,7.9420300,30.2028999,2613.7399902,12431200.0000000
2114,6733,8717500,3749610,0.2300000,34.8998985,4229.0000000,7.9420300,30.2028999,2613.7399902,10331100.0000000
2115,6734,8718000,3749610,0.2300000,84.7820969,4046.0000000,7.6470199,29.0596008,2515.8999023,8293160.0000000
2116,6735,8718500,3749610,0.2300000,78.1921005,3772.0000000,6.6536498,25.1532001,2184.4799805,6413420.0000000
2117,6736,8719000,3749610,0.2300000,52.4023018,3582.0000000,4.4971700,16.6735001,1465.0200195,4601390.0000000
2118,6737,8719500,3749610,0.2300000,23.2378998,3417.0000000,2.4555900,8.6702299,784.7540283,2836600.0000000
2119,6738,8720000,3749610,0.2300000,16.6131992,3300.0000000,1.1151800,2.5724900,308.6119995,1865870.0000000
2120,6739,8720500,3749610,0.2300000,36.1663017,3322.0000000,0.7602010,0.0000000,148.9989929,2195220.0000000
2121,6740,8721000,3749610,0.2300000,13.6747999,3388.0000000,0.9826930,0.0000000,192.6080017,3521080.0000000
2122,6741,8721500,3749610,0.2300000,37.3095016,3502.0000000,1.1733299,0.0000000,229.9730072,4956260.0000000
2123,6742,8722000,3749610,0.2300000,48.1143990,3674.0000000,1.3509600,0.0000000,264.7879944,4788860.0000000
2124,6743,8722500,3749610,0.2300000,25.7294006,3905.0000000,1.4198000,0.0000000,278.2810059,4944760.0000000
2125,6744,8723000,3749610,0.2300000,53.3385010,4194.0000000,1.4888600,0.0000000,291.8169861,3022620.0000000
2126,6745,8723500,3749610,0.2300000,98.3005981,4658.0000000,1.5352600,0.0000000,300.9110107,1905580.0000000
2127,6848,8669500,3750110,0.1608980,28.9137001,4224.0000000,0.0000000,0.0000000,0.0000000,131791000.0000000
2128,6849,8670000,3750110,0.1764440,30.1993008,4154.0000000,0.0000000,0.0000000,0.0000000,129690000.0000000
2129,6850,8670500,3750110,0.1908330,100.6979980,4219.0000000,0.0000000,0.0000000,0.0000000,127603000.0000000
2130,6851,8671000,3750110,0.2053170,55.1362000,4382.0000000,0.0000000,0.0000000,0.0000000,125431000.0000000
2131,6852,8671500,3750110,0.2167890,30.5123005,4385.0000000,0.0000000,0.0000000,0.0000000,123230000.0000000
2132,6853,8672000,3750110,0.2279130,74.3706970,4642.0000000,0.0000000,0.0000000,0.0000000,121094000.0000000
2133,6854,8672500,3750110,0.2390910,46.3032990,4974.0000000,0.0000000,0.0000000,0.0000000,118858000.0000000
2134,6855,8673000,3750110,0.2501580,50.8625984,5208.0000000,0.0000000,0.0000000,0.0000000,116798000.0000000
2135,6856,8673500,3750110,0.2601900,69.1085968,5237.0000000,0.0000000,0.0000000,0.0000000,114463000.0000000
2136,6857,8674000,3750110,0.2694870,77.4208984,5421.0000000,0.0000000,0.0000000,0.0000000,112168000.0000000
2137,6859,8675000,3750110,0.2842660,47.6655006,5382.0000000,0.0000000,0.0000000,0.0000000,107892000.0000000
2138,6860,8675500,3750110,0.2890700,21.2367992,5252.0000000,0.0000000,0.0000000,0.0000000,106150000.0000000
2139,6861,8676000,3750110,0.2900000,45.4422989,5148.0000000,0.0000000,0.0000000,0.0000000,104793000.0000000
2140,6862,8676500,3750110,0.2900000,46.6475983,5241.0000000,0.0000000,0.0000000,0.0000000,103564000.0000000
2141,6863,8677000,3750110,0.2900000,38.7685013,5118.0000000,0.0000000,0.0000000,0.0000000,102339000.0000000
2142,6864,8677500,3750110,0.2900000,39.4081001,4907.0000000,0.0000000,0.0000000,0.0000000,101114000.0000000
2143,6865,8678000,3750110,0.2900000,37.6562996,4730.0000000,0.0000000,0.0000000,0.0000000,99618600.0000000
2144,6866,8678500,3750110,0.2900000,38.1837997,4882.0000000,0.0000000,0.0000000,0.0000000,97243600.0000000
