LOC_ID,Trap_ID,Area,Session,Station_ID,Year,Setup Date,Take Down Date,Camera Trype,Lure,X_Coord,Y_Coord,x_Coord (m),y_Coord (m),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,No. of Active days,,LURE TYPE,HABITAT,TERRAIN,Habitat_2,Terrain_2
52,62,KNP_2011,2,KN_57C,2011,6-Nov-11,16-Nov-11,Reconyx,yes,75.19801,36.84759,517653,4077984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,stream bed,,pasture,draw
53,63,KNP_2011,2,KN_58A,2011,1-Oct-11,12-Oct-11,Reconyx,no,75.25301,36.84193,522558,4077367,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,"open, rocky ridge",,pasture,ridge
54,64,KNP_2011,2,KN_58B,2011,1-Oct-11,12-Oct-11,Reconyx,yes,75.24091,36.84032,521480,4077186,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,open,,pasture,ridge
55,65,KNP_2011,2,KN_59A,2011,13-Oct-11,23-Oct-11,Reconyx,yes,75.30251,36.85041,526969,4078321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,"pasture, stream bed",,pasture,draw
56,66,KNP_2011,2,KN_59B,2011,13-Oct-11,23-Oct-11,Reconyx,no,75.2904,36.83723,525894,4076855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,"stream bed, cliff base",,pasture,cliff base
57,67,KNP_2011,2,KN_60A,2011,7-Oct-11,19-Oct-11,Reconyx,yes,75.36935,36.84013,532932,4077201,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,SKUNK+,rocky ridge,,barren/pasture,ridge
58,68,KNP_2011,2,KN_60B,2011,7-Oct-11,19-Oct-11,Reconyx,yes,75.38439,36.8441,534271,4077647,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,CASTOR+,rocky stream,,barren,draw
59,69,KNP_2011,2,KN_61A,2011,7-Oct-11,19-Oct-11,Reconyx,yes,75.39915,36.84895,535585,4078190,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,SKUNK+,Pasture,,pasture,PLATEAU
60,70,KNP_2011,2,KN_61B,2011,7-Oct-11,19-Oct-11,Reconyx,no,75.41177,36.85063,536709,4078382,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,None,pasture,,pasture,PLATEAU
61,71,KNP_2011,2,KN_65A,2011,3-Nov-11,12-Nov-11,Reconyx,yes,74.87103,36.78358,488492,4070872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,SKUNK+,pasture,,pasture,ridge
62,72,KNP_2011,2,KN_65B,2011,3-Nov-11,13-Nov-11,Reconyx,yes,74.86176,36.79109,487666,4071707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,scrubs,,scrub,draw
63,73,KNP_2011,2,KN_65C,2011,4-Nov-11,14-Nov-11,Reconyx,yes,74.86425,36.77731,487886,4070178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,ridge
64,74,KNP_2011,2,KN_66A,2011,2-Nov-11,13-Nov-11,Reconyx,yes,74.92439,36.79769,493255,4072433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,george/stream,,scrub,ridge/draw
65,75,KNP_2011,2,KN_66B,2011,2-Nov-11,13-Nov-11,Reconyx,yes,74.91193,36.80187,492144,4072897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,pasture/open,,pasture,ridge
66,76,KNP_2011,2,KN_66C,2011,3-Nov-11,13-Nov-11,Reconyx,no,74.93978,36.80892,494628,4073677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,pasture,,pasture,ridge/draw
67,77,KNP_2011,2,KN_67A,2011,1-Nov-11,12-Nov-11,Reconyx,yes,74.98169,36.79403,498366,4072024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,"open, ridgeline",,pasture,ridge
68,78,KNP_2011,2,KN_67B,2011,1-Nov-11,12-Nov-11,Reconyx,no,74.98931,36.78813,499046,4071369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,rocky ridge,,barren/scrub,ridge
69,79,KNP_2011,2,KN_67C,2011,3-Nov-11,13-Nov-11,Reconyx,yes,74.94468,36.79893,495065,4072569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,pasture,,pasture,draw
70,80,KNP_2011,2,KN_68A,2011,2-Nov-11,12-Nov-11,Reconyx,yes,75.0011,36.7783,500098,4070279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,stream bed,,scrub,cliff base/draw
71,81,KNP_2011,2,KN_69A,2011,28-Sep-11,8-Oct-11,Reconyx,no,75.07303,36.8186,506513,4074752,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,pasture,,pasture,ridge
72,82,KNP_2011,2,KN_70A,2011,1-Oct-11,11-Oct-11,Reconyx,yes,75.16499,36.81469,514716,4074328,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,Open,,pasture,draw
73,83,KNP_2011,2,KN_72A,2011,2-Oct-11,13-Oct-11,Reconyx,yes,75.27432,36.8191,524466,4074840,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,"scrub, open",,scrub,draw
74,84,KNP_2011,2,KN_72B,2011,13-Oct-11,23-Oct-11,Reconyx,yes,75.27502,36.82762,524525,4075785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,rocky ridge,,pasture,ridge
75,85,KNP_2011,2,KN_73A,2011,2-Oct-11,13-Oct-11,Reconyx,no,75.29052,36.81547,525912,4074442,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,pasture,,pasture,ridge
76,86,KNP_2011,2,KN_73B,2011,20-Oct-11,31-Oct-11,Reconyx,yes,75.32715,36.81209,529180,4074077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,pasture,,pasture,ridge/draw
77,87,KNP_2011,2,KN_74A,2011,20-Oct-11,31-Oct-11,Reconyx,yes,75.33652,36.80469,530019,4073259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,"open, stream bed",,pasture,draw
78,88,KNP_2011,2,KN_74B,2011,20-Oct-11,31-Oct-11,Reconyx,yes,75.34176,36.78833,530493,4071446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,CASTOR+,pasture,,pasture,draw
79,89,KNP_2011,2,KN_91A,2011,20-Oct-11,31-Oct-11,Reconyx,yes,75.35892,36.77294,532030,4069744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,SKUNK+,pasture,,pasture,ridge
80,90,KNP_2011,2,KN_91B,2011,20-Oct-11,31-Oct-11,Reconyx,no,75.3691,36.77162,532939,4069601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,pasture,,pasture,draw
81,91,KNP_2011,2,KVO_003A,2011,4-Nov-11,14-Nov-11,Reconyx,yes,74.82953,36.73275,484779,4065240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,Wooded,,forest,draw
82,92,KNP_2011,2,KVO_003B,2011,4-Nov-11,14-Nov-11,Reconyx,yes,74.8306,36.74232,484877,4066301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,cliff base
83,93,KNP_2011,2,KVO_003C,2011,4-Nov-11,14-Nov-11,Reconyx,yes,74.82962,36.74884,484791,4067024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,ridge
84,94,KNP_2011,2,KVO_004A,2011,4-Nov-11,14-Nov-11,Reconyx,yes,74.84158,36.74032,485857,4066078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,scrubs,,scrub,ridge/draw
85,95,KNP_2011,2,KVO_004B,2011,4-Nov-11,14-Nov-11,Reconyx,no,74.8566,36.77066,487203,4069441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,scrubs,,scrub,ridge
86,96,KNP_2011,2,KVO_005A,2011,4-Nov-11,14-Nov-11,Reconyx,no,74.8186,36.72861,483803,4064782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,rocky ridge,,pasture/scrub,ridge/cliff base
1,97,Shimshal,3,KN_102A,2011,22-Oct-11,1-Nov-11,Reconyx,yes,75.27858,36.44238,524967,4033053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,open,,pasture,ridge
2,98,Shimshal,3,KN_102B,2011,22-Oct-11,1-Nov-11,Reconyx,yes,75.26004,36.44476,523305,4033312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,ridge
3,99,Shimshal,3,KN_176A,2011,5-Nov-11,15-Nov-11,Reconyx,yes,75.33379,36.50596,529890,4040121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,cliff base
4,100,Shimshal,3,KN_176B,2011,5-Nov-11,15-Nov-11,Reconyx,yes,75.33635,36.52019,530114,4041700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,ridge
5,101,Shimshal,3,KN_188A,2011,22-Oct-11,1-Nov-11,Reconyx,no,75.22921,36.48243,520532,4037484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,open,,pasture,ridge
6,102,Shimshal,3,KN_188B,2011,22-Oct-11,1-Nov-11,Reconyx,yes,75.24706,36.4817,522131,4037407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,ridge/cliff base
7,103,Shimshal,3,KN_189A,2011,5-Nov-11,15-Nov-11,Reconyx,no,75.32649,36.45935,529254,4034949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,open,,pasture,ridge
8,104,Shimshal,3,KN_189B,2011,5-Nov-11,15-Nov-11,Reconyx,no,75.31224,36.46096,527977,4035123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,open,,pasture,draw
9,105,Shimshal,3,KN_190A,2011,5-Nov-11,15-Nov-11,Reconyx,no,75.35856,36.46656,532125,4035759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,Pasture,,pasture,ridge
10,106,Shimshal,3,KN_190B,2011,5-Nov-11,15-Nov-11,Reconyx,yes,75.35963,36.4888,532211,4038226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,cliff base
11,107,Shimshal,3,KN_191A,2011,4-Nov-11,14-Nov-11,Reconyx,yes,75.42385,36.4719,537972,4036375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,open,,pasture,ridge
12,108,Shimshal,3,KN_191B,2011,4-Nov-11,15-Nov-11,Reconyx,no,75.38926,36.47788,534870,4037025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,,None,open,,pasture,ridge
13,109,Shimshal,3,KN_192A,2011,3-Nov-11,13-Nov-11,Reconyx,yes,75.4669,36.46519,541832,4035648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,draw
14,110,Shimshal,3,KN_192B,2011,3-Nov-11,13-Nov-11,Reconyx,no,75.45167,36.4713,540464,4036319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,scrubs,,scrub,PLATEAU
15,111,Shimshal,3,KN_204A,2011,19-Oct-11,31-Oct-11,Reconyx,no,75.3328,36.42757,529832,4031425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,none,open,,pasture,ridge
16,112,Shimshal,3,KN_204B,2011,19-Oct-11,31-Oct-11,Reconyx,no,75.30367,36.43204,527219,4031913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,,none,pasture,,pasture,cliff base
17,113,Shimshal,3,KN_205A,2011,17-Oct-11,27-Oct-11,Reconyx,no,75.35198,36.44808,531543,4033706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,OPEN,,pasture,draw
18,114,Shimshal,3,KN_205B,2011,17-Oct-11,27-Oct-11,Reconyx,yes,75.37086,36.43558,533240,4032326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,valley
19,115,Shimshal,3,KN_206A,2011,18-Oct-11,28-Oct-11,Reconyx,yes,75.40353,36.4405,536166,4032884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,open,,pasture,ridge
20,116,Shimshal,3,KN_206B,2011,18-Oct-11,28-Oct-11,Reconyx,yes,75.3987,36.42694,535739,4031378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,ridge
21,117,Shimshal,3,KN_207A,2011,3-Nov-11,13-Nov-11,Reconyx,yes,75.45424,36.45309,540704,4034301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,CASTOR+,Wooded,,forest,draw
22,118,Shimshal,3,KN_207B,2011,3-Nov-11,13-Nov-11,Reconyx,yes,75.46433,36.45107,541609,4034081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,SKUNK+,pasture,,pasture,ridge
23,119,Shimshal,3,KN_219A,2011,19-Oct-11,31-Oct-11,Reconyx,yes,75.33501,36.41101,530036,4029589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,SKUNK+,scrubs,,scrub,ridge
24,120,Shimshal,3,KN_219B,2011,19-Oct-11,31-Oct-11,Reconyx,yes,75.30004,36.41043,526901,4029515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,,CASTOR+,open,,pasture,draw
25,121,Shimshal,3,KN_220A,2011,1-Oct-11,11-Oct-11,Reconyx,yes,75.38433,36.3777,534473,4025911,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,SKUNK+,Open,,pasture,draw/ridge
26,122,Shimshal,3,KN_220B,2011,3-Oct-11,13-Oct-11,Reconyx,no,75.38179,36.40916,534231,4029400,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,,None,open,,pasture,draw/valley
27,123,Shimshal,3,KN_236A,2011,1-Oct-11,11-Oct-11,Reconyx,no,75.42677,36.36539,538286,4024561,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,None,Scurbs,,scrub,ridge
28,124,Shimshal,3,KN_236B,2011,1-Oct-11,11-Oct-11,Reconyx,yes,75.4475,36.36416,540146,4024433,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,,CASTOR+,0PEN,,pasture,draw
