#PolyID,X,Y,Usage,/,Topography,Habitats,Altitude,Start,Stop,,
B7_T5,196777.7798,3193473.096,-,/,-,-,-,,,77,077
B7_T5,196825.336,3193496.166,-,/,-,-,-,,,77,077
B7_T5,196845.0647,3193499.965,-,/,-,-,-,,,77,077
B7_T5,196869.9651,3193489.561,-,/,-,-,-,,,77,077
B7_T5,196900.8165,3193494.66,-,/,-,-,-,,,77,077
B7_T5,196912.5171,3193488.025,-,/,-,-,-,,,77,077
B7_T5,196913.6961,3193476.128,-,/,-,-,-,,,77,077
B7_T5,196908.8433,3193456.539,-,/,-,-,-,,,77,077
B7_T5,196894.2115,3193446.608,-,/,-,-,-,,,77,077
B7_T5,196893.2282,3193409.351,-,/,-,-,-,,,77,077
B7_T5,196911.6416,3193396.993,-,/,-,-,-,,,77,077
B7_T5,196925.2519,3193383.217,-,/,-,-,-,,,77,077
B7_T5,196942.3396,3193380.91,-,/,-,-,-,,,77,077
B7_T5,196978.912,3193358.982,-,/,-,-,-,,,77,077
B7_T5,196988.1684,3193355.95,-,/,-,-,-,,,77,077
B7_T5,197032.7517,3193371.681,-,/,-,-,-,,,77,077
B7_T5,197038.3444,3193378.743,-,/,-,-,-,,,77,077
B7_T5,197077.7317,3193390.556,-,/,-,-,-,,,77,077
B7_T5,197088.6529,3193388.581,-,/,-,-,-,,,77,077
B7_T5,197097.4275,3193382.754,-,/,-,-,-,,,77,077
B7_T5,197095.6878,3193344.677,-,/,-,-,-,,,77,077
B7_T5,197118.683,3193333.852,-,/,-,-,-,,,77,077
B7_T5,197178.5501,3193361.889,-,/,-,-,-,,,77,077
B7_T5,197200.9648,3193377.27,-,/,-,-,-,,,77,077
B7_T5,197223.2239,3193378.251,-,/,-,-,-,,,77,077
B7_T5,197229.9818,3193374.875,-,/,-,-,-,,,77,077
B7_T5,197238.9175,3193359.576,-,/,-,-,-,,,77,077
B7_T5,197222.6355,3193304.053,-,/,-,-,-,,,77,077
B7_T5,197232.9943,3193265.495,-,/,-,-,-,,,77,077
B7_T5,197242.4199,3193254.209,-,/,-,-,-,,,77,077
B7_T5,197248.1243,3193250.629,-,/,-,-,-,,,77,077
B7_T5,197285.3762,3193279.108,-,/,-,-,-,,,77,077
B7_T5,197294.9899,3193278.466,-,/,-,-,-,,,77,077
B7_T5,197310.511,3193272.132,-,/,-,-,-,,,77,077
B7_T5,197314.5458,3193249.637,-,/,-,-,-,,,77,077
B7_T5,197331.4954,3193212.887,-,/,-,-,-,,,77,077
B7_T5,197341.3588,3193210.518,-,/,-,-,-,,,77,077
B7_T5,197388.4884,3193228.032,-,/,-,-,-,,,77,077
B7_T5,196864.8118,3193493.349,-,/,-,-,-,,,77,077
B7_T5,196558.4007,3193490.435,-,/,-,-,-,CHANGE,,77,077
B7_T6,198407.1715,3192998.617,1158.29,/,Livestock trail_Open,Scrubland,4355.79,CHANGE,,78,078
B7_T6,198362.4395,3192993.256,-,/,-,-,-,,,78,078
B7_T6,198342.2508,3192973.774,-,/,-,-,-,,,78,078
B7_T6,198335.4618,3192970.848,-,/,-,-,-,,,78,078
B7_T6,198321.1419,3192984.808,-,/,-,-,-,,,78,078
B7_T6,198316.6998,3192996.307,-,/,-,-,-,,,78,078
B7_T6,198320.7132,3193028.091,-,/,-,-,-,,,78,078
B7_T6,198337.7956,3193029.646,-,/,-,-,-,,,78,078
B7_T6,198359.0768,3193038.661,-,/,-,-,-,,,78,078
B7_T6,198385.7804,3193063.131,-,/,-,-,-,,,78,078
B7_T6,198390.0836,3193076.485,-,/,-,-,-,,,78,078
B7_T6,198403.7798,3193083.55,-,/,-,-,-,,,78,078
B7_T6,198422.8209,3193113.474,-,/,-,-,-,,,78,078
B7_T6,198421.4225,3193147.835,-,/,-,-,-,,,78,078
B7_T6,198425.8153,3193181.935,-,/,-,-,-,,,78,078
B7_T6,198436.6447,3193205.023,-,/,-,-,-,,,78,078
B7_T6,198436.3068,3193214.378,-,/,-,-,-,,,78,078
B7_T6,198447.8765,3193228.473,-,/,-,-,-,,,78,078
B7_T6,198454.599,3193231.274,-,/,-,-,-,,,78,078
B7_T6,198466.8606,3193255.906,-,/,-,-,-,,,78,078
B7_T6,198490.307,3193282.368,-,/,-,-,-,,,78,078
B7_T6,198505.0159,3193305.067,-,/,-,-,-,,,78,078
B7_T6,198514.6144,3193313.912,-,/,-,-,-,,,78,078
B7_T6,198540.2586,3193327.603,-,/,-,-,-,,,78,078
B7_T6,198598.7078,3193328.142,-,/,-,-,-,,,78,078
B7_T6,198617.3031,3193342.468,-,/,-,-,-,,,78,078
B7_T6,198632.7853,3193361.58,-,/,-,-,-,,,78,078
B7_T6,198634.196,3193372.098,-,/,-,-,-,,,78,078
B7_T6,198630.4634,3193379.938,-,/,-,-,-,,,78,078
B7_T6,198606.5109,3193378.693,-,/,-,-,-,,,78,078
B7_T6,198589.8685,3193372.625,-,/,-,-,-,,,78,078
B7_T6,198571.5825,3193373.259,-,/,-,-,-,,,78,078
B7_T6,198484.3894,3193403.595,-,/,-,-,-,,,78,078
B7_T6,198394.1158,3193422.23,-,/,-,-,-,,,78,078
B7_T6,198353.4625,3193437.833,-,/,-,-,-,,,78,078
B7_T6,198312.8025,3193445.318,-,/,-,-,-,,,78,078
B7_T6,198277.1656,3193444.75,-,/,-,-,-,,,78,078
B7_T6,198214.8837,3193426.35,-,/,-,-,-,,,78,078
B7_T6,198188.6171,3193429.322,-,/,-,-,-,,,78,078
B7_T6,198161.0634,3193421.559,-,/,-,-,-,,,78,078
B7_T6,198170.7917,3193426.262,-,/,-,-,-,CHANGE,,78,078
B7_T7,198988.3484,3192711.501,2496.75,/,Livestock trail_Open,"Grassland, Scrubland",3875.56,CHANGE,,79,079
B7_T7,199101.0678,3192768.885,-,/,-,-,-,,,79,079
B7_T7,199113.7773,3192810.635,-,/,-,-,-,,,79,079
B7_T7,199148.4309,3192867.172,-,/,-,-,-,,,79,079
B7_T7,199153.5098,3192967.597,-,/,-,-,-,,,79,079
B7_T7,199135.5755,3193032.093,-,/,-,-,-,,,79,079
B7_T7,199174.2392,3193167.913,-,/,-,-,-,,,79,079
B7_T7,199134.0936,3193212.336,-,/,-,-,-,,,79,079
B7_T7,199149.7441,3193312.227,-,/,-,-,-,,,79,079
B7_T7,199167.2048,3193343.138,-,/,-,-,-,,,79,079
B7_T7,199163.256,3193369.833,-,/,-,-,-,,,79,079
B7_T7,199075.5405,3193416.662,-,/,-,-,-,,,79,079
B7_T7,199007.6305,3193435.995,-,/,-,-,-,,,79,079
B7_T7,198977.4927,3193459.393,-,/,-,-,-,,,79,079
B7_T7,198937.1083,3193508.45,-,/,-,-,-,,,79,079
B7_T7,198781.7497,3193579.897,-,/,-,-,-,,,79,079
B7_T7,198723.3411,3193577.553,-,/,-,-,-,,,79,079
B7_T7,198686.8768,3193589.995,-,/,-,-,-,,,79,079
B7_T7,198625.0541,3193624.917,-,/,-,-,-,,,79,079
B7_T7,198590.194,3193669.074,-,/,-,-,-,,,79,079
B7_T7,198580.376,3193741.744,-,/,-,-,-,,,79,079
B7_T7,198546.3503,3193769.92,-,/,-,-,-,,,79,079
B7_T7,198536.9406,3193786.434,-,/,-,-,-,,,79,079
B7_T7,198507.4152,3193814.056,-,/,-,-,-,,,79,079
B7_T7,198484.4508,3193854.103,-,/,-,-,-,,,79,079
B7_T7,198462.0319,3193855.812,-,/,-,-,-,,,79,079
B7_T7,198453.2668,3193859.601,-,/,-,-,-,,,79,079
B7_T7,198444.3987,3193871.394,-,/,-,-,-,,,79,079
B7_T7,198432.4896,3193876.913,-,/,-,-,-,,,79,079
B7_T7,198430.6583,3193891.079,-,/,-,-,-,,,79,079
B7_T7,198417.664,3193916.131,-,/,-,-,-,,,79,079
B7_T7,198422.9947,3193941.514,-,/,-,-,-,,,79,079
B7_T7,198463.8153,3193968.205,-,/,-,-,-,,,79,079
B7_T7,198466.0184,3193986.931,-,/,-,-,-,,,79,079
B7_T7,198459.2438,3194076.578,-,/,-,-,-,,,79,079
B7_T7,198448.3986,3194102.279,-,/,-,-,-,,,79,079
B7_T7,198431.5176,3194116.649,-,/,-,-,-,,,79,079
B7_T7,198403.284,3194123.54,-,/,-,-,-,,,79,079
B7_T7,198371.9434,3194148.176,-,/,-,-,-,,,79,079
B7_T7,198345.5555,3194160.912,-,/,-,-,-,,,79,079
B7_T7,198323.3822,3194161.171,-,/,-,-,-,,,79,079
B7_T7,198313.8434,3194154.054,-,/,-,-,-,,,79,079
B7_T7,198284.0433,3194151.374,-,/,-,-,-,,,79,079
B7_T7,198272.7665,3194146.29,-,/,-,-,-,,,79,079
B7_T7,198231.5174,3194113.206,-,/,-,-,-,,,79,079
B7_T7,198182.7102,3194105.744,-,/,-,-,-,,,79,079
B7_T7,198130.2657,3194004.988,-,/,-,-,-,,,79,079
B7_T7,198032.1832,3193951.66,-,/,-,-,-,CHANGE,,79,079
B7_T8,197342.8528,3193705.182,1800.03,/,Livestock trail_Cliff,Scrubland,4120.42,CHANGE,,80,080
B7_T8,197322.9263,3193713.193,-,/,-,-,-,,,80,080
B7_T8,197307.6398,3193744.608,-,/,-,-,-,,,80,080
B7_T8,197299.5597,3193782.605,-,/,-,-,-,,,80,080
B7_T8,197301.7702,3193800.756,-,/,-,-,-,,,80,080
B7_T8,197312.1508,3193833.853,-,/,-,-,-,,,80,080
B7_T8,197313.6594,3193852.097,-,/,-,-,-,,,80,080
B7_T8,197331.3879,3193880.909,-,/,-,-,-,,,80,080
B7_T8,197325.8217,3193961.508,-,/,-,-,-,,,80,080
B7_T8,197363.0368,3194003.706,-,/,-,-,-,,,80,080
B7_T8,197358.3417,3194018.001,-,/,-,-,-,,,80,080
B7_T8,197332.4027,3194034.712,-,/,-,-,-,,,80,080
B7_T8,197308.0499,3194045.374,-,/,-,-,-,,,80,080
B7_T8,197283.7448,3194050.343,-,/,-,-,-,,,80,080
B7_T8,197278.4226,3194056.313,-,/,-,-,-,,,80,080
B7_T8,197268.5979,3194080.183,-,/,-,-,-,,,80,080
B7_T8,197271.7713,3194093.817,-,/,-,-,-,,,80,080
B7_T8,197248.925,3194127.643,-,/,-,-,-,,,80,080
B7_T8,197244.6293,3194146.56,-,/,-,-,-,,,80,080
B7_T8,197245.0928,3194171.49,-,/,-,-,-,,,80,080
B7_T8,197237.1877,3194177.778,-,/,-,-,-,,,80,080
B7_T8,197221.9376,3194178.773,-,/,-,-,-,,,80,080
B7_T8,197125.2022,3194116.966,-,/,-,-,-,,,80,080
B7_T8,197098.2205,3194102.876,-,/,-,-,-,,,80,080
B7_T8,197071.0227,3194080.216,-,/,-,-,-,,,80,080
B7_T8,197037.5582,3194039.001,-,/,-,-,-,,,80,080
B7_T8,197021.6089,3194030.639,-,/,-,-,-,,,80,080
B7_T8,197009.7386,3194029.201,-,/,-,-,-,,,80,080
B7_T8,196932.1936,3193991.427,-,/,-,-,-,,,80,080
B7_T8,196890.2023,3193990.824,-,/,-,-,-,,,80,080
B7_T8,196838.853,3193995.609,-,/,-,-,-,,,80,080
B7_T8,196822.6272,3193987.645,-,/,-,-,-,,,80,080
B7_T8,196807.7121,3193985.013,-,/,-,-,-,,,80,080
B7_T8,196791.4419,3193975.042,-,/,-,-,-,,,80,080
B7_T8,196701.757,3193946.85,-,/,-,-,-,,,80,080
B7_T8,196663.3222,3193945.104,-,/,-,-,-,,,80,080
B7_T8,196607.238,3193907.95,-,/,-,-,-,,,80,080
B7_T8,196591.6783,3193889.163,-,/,-,-,-,,,80,080
B7_T8,196546.9784,3193890.529,-,/,-,-,-,,,80,080
B7_T8,196535.7267,3193893.958,-,/,-,-,-,,,80,080
B7_T8,196514.3411,3193891.599,-,/,-,-,-,,,80,080
B7_T8,196484.0804,3193909.922,-,/,-,-,-,,,80,080
B7_T8,196478.2754,3193910.27,-,/,-,-,-,,,80,080
B7_T8,196465.0109,3193920.633,-,/,-,-,-,,,80,080
B7_T8,196452.1644,3193921.64,-,/,-,-,-,,,80,080
B7_T8,196414.8151,3193905.711,-,/,-,-,-,,,80,080
B7_T8,196396.6602,3193893.521,-,/,-,-,-,,,80,080
B7_T8,196383.3837,3193889.684,-,/,-,-,-,,,80,080
B7_T8,196350.7063,3193890.792,-,/,-,-,-,,,80,080
B7_T8,196329.7505,3193887.026,-,/,-,-,-,,,80,080
B7_T8,196304.3724,3193871.073,-,/,-,-,-,,,80,080
B7_T8,196293.4321,3193875.135,-,/,-,-,-,,,80,080
B7_T8,196271.7735,3193904.208,-,/,-,-,-,,,80,080
B7_T8,196262.8067,3193906.396,-,/,-,-,-,,,80,080
B7_T8,196247.8942,3193897.32,-,/,-,-,-,,,80,080
B7_T8,196171.6725,3193908.573,-,/,-,-,-,,,80,080
B7_T8,196151.062,3193909.858,-,/,-,-,-,,,80,080
B7_T8,196146.5801,3193906.637,-,/,-,-,-,,,80,080
B7_T8,197322.9263,3193713.193,-,/,-,-,-,,,80,080
B7_T8,197237.1877,3194177.778,-,/,-,-,-,CHANGE,,80,080
B7_T9,195951.35,3193867.391,1365.55,/,Livestock trail_Cliff,"Barren, Sand, Gravel",3982.41,CHANGE,,81,081
B7_T9,195932.4704,3193867.858,-,/,-,-,-,,,81,081
B7_T9,195917.5898,3193861.572,-,/,-,-,-,,,81,081
B7_T9,195903.4584,3193861.05,-,/,-,-,-,,,81,081
B7_T9,195882.0649,3193866.513,-,/,-,-,-,,,81,081
B7_T9,195865.1652,3193878.135,-,/,-,-,-,,,81,081
B7_T9,195839.0686,3193876.012,-,/,-,-,-,,,81,081
B7_T9,195810.8525,3193878.93,-,/,-,-,-,,,81,081
B7_T9,195778.104,3193873.596,-,/,-,-,-,,,81,081
B7_T9,195751.225,3193860.083,-,/,-,-,-,,,81,081
B7_T9,195720.374,3193858.094,-,/,-,-,-,,,81,081
B7_T9,195689.8122,3193842.175,-,/,-,-,-,,,81,081
B7_T9,195653.0085,3193830.243,-,/,-,-,-,,,81,081
B7_T9,195621.5739,3193827.238,-,/,-,-,-,,,81,081
B7_T9,195572.2264,3193850.269,-,/,-,-,-,,,81,081
B7_T9,195552.8245,3193845.575,-,/,-,-,-,,,81,081
B7_T9,195494.476,3193856.024,-,/,-,-,-,,,81,081
B7_T9,195473.5476,3193845.229,-,/,-,-,-,,,81,081
B7_T9,195468.2872,3193835.769,-,/,-,-,-,,,81,081
B7_T9,195454.0142,3193835.475,-,/,-,-,-,,,81,081
B7_T9,195433.96,3193851.069,-,/,-,-,-,,,81,081
B7_T9,195444.6078,3193868.896,-,/,-,-,-,,,81,081
B7_T9,195447.2801,3193881.455,-,/,-,-,-,,,81,081
B7_T9,195443.897,3193891.69,-,/,-,-,-,,,81,081
B7_T9,195423.2056,3193917.298,-,/,-,-,-,,,81,081
B7_T9,195413.0902,3193924.381,-,/,-,-,-,,,81,081
B7_T9,195377.1953,3193939.22,-,/,-,-,-,,,81,081
B7_T9,195323.7999,3193946.558,-,/,-,-,-,,,81,081
B7_T9,195292.4488,3193970.372,-,/,-,-,-,,,81,081
B7_T9,195273.1734,3193968.248,-,/,-,-,-,,,81,081
B7_T9,195256.4787,3193973.942,-,/,-,-,-,,,81,081
B7_T9,195232.2311,3193969.269,-,/,-,-,-,,,81,081
B7_T9,195204.0807,3193970.633,-,/,-,-,-,,,81,081
B7_T9,195167.7976,3193948.627,-,/,-,-,-,,,81,081
B7_T9,195120.8495,3193942.683,-,/,-,-,-,,,81,081
B7_T9,195081.6817,3193929.625,-,/,-,-,-,,,81,081
B7_T9,195065.1001,3193928.731,-,/,-,-,-,,,81,081
B7_T9,195013.0261,3193907.578,-,/,-,-,-,,,81,081
B7_T9,194904.525,3193898.374,-,/,-,-,-,,,81,081
B7_T9,194897.7108,3193889.634,-,/,-,-,-,,,81,081
B7_T9,194887.7032,3193883.704,-,/,-,-,-,,,81,081
B7_T9,194845.4999,3193889.411,-,/,-,-,-,,,81,081
B7_T9,194809.4157,3193902.647,-,/,-,-,-,,,81,081
B7_T9,194776.5225,3193902.417,-,/,-,-,-,,,81,081
B7_T9,194727.4838,3193886.62,-,/,-,-,-,CHANGE,,81,081
B7_T10,197452.1864,3193100.247,1204.04,/,Valley bottom ,"Grassland, Scrubland",4168.99,CHANGE,,82,082
B7_T10,197468.6188,3193091.959,-,/,-,-,-,,,82,082
B7_T10,197491.9813,3193064.928,-,/,-,-,-,,,82,082
B7_T10,197524.1143,3193038.821,-,/,-,-,-,,,82,082
B7_T10,197558.1155,3193001.143,-,/,-,-,-,,,82,082
B7_T10,197569.7608,3192991.418,-,/,-,-,-,,,82,082
B7_T10,197598.6395,3192977.728,-,/,-,-,-,,,82,082
B7_T10,197607.7851,3192960.397,-,/,-,-,-,,,82,082
B7_T10,197625.7759,3192948.739,-,/,-,-,-,,,82,082
B7_T10,197629.2938,3192940.445,-,/,-,-,-,,,82,082
B7_T10,197651.3826,3192926.402,-,/,-,-,-,,,82,082
B7_T10,197662.1094,3192925.406,-,/,-,-,-,,,82,082
B7_T10,197679.5017,3192917.485,-,/,-,-,-,,,82,082
B7_T10,197684.4047,3192911.739,-,/,-,-,-,,,82,082
B7_T10,197751.1557,3192911.7,-,/,-,-,-,,,82,082
B7_T10,197777.745,3192918.539,-,/,-,-,-,,,82,082
B7_T10,197798.3954,3192917.47,-,/,-,-,-,,,82,082
B7_T10,197833.0536,3192923.457,-,/,-,-,-,,,82,082
B7_T10,197849.5771,3192919.585,-,/,-,-,-,,,82,082
B7_T10,197864.1009,3192923.819,-,/,-,-,-,,,82,082
B7_T10,197899.7496,3192942.354,-,/,-,-,-,,,82,082
B7_T10,197913.561,3192946.281,-,/,-,-,-,,,82,082
B7_T10,197924.3498,3192954.574,-,/,-,-,-,,,82,082
B7_T10,197934.2835,3192957.402,-,/,-,-,-,,,82,082
B7_T10,197942.4622,3192952.595,-,/,-,-,-,,,82,082
B7_T10,197963.009,3192956.979,-,/,-,-,-,,,82,082
B7_T10,197993.9268,3192973.424,-,/,-,-,-,,,82,082
B7_T10,198036.0443,3192989.744,-,/,-,-,-,,,82,082
B7_T10,198092.9697,3193035.671,-,/,-,-,-,,,82,082
B7_T10,198109.4424,3193033.46,-,/,-,-,-,,,82,082
B7_T10,198136.9025,3193003.195,-,/,-,-,-,,,82,082
B7_T10,198144.1954,3192978.032,-,/,-,-,-,,,82,082
B7_T10,198154.8931,3192960.329,-,/,-,-,-,,,82,082
B7_T10,198188.6815,3192922.649,-,/,-,-,-,,,82,082
B7_T10,198201.8051,3192919.982,-,/,-,-,-,,,82,082
B7_T10,198225.0557,3192902.413,-,/,-,-,-,,,82,082
B7_T10,198255.5461,3192895.546,-,/,-,-,-,,,82,082
B7_T10,198275.0509,3192902.376,-,/,-,-,-,,,82,082
B7_T10,198347.3836,3192891.211,-,/,-,-,-,,,82,082
B7_T10,198395.865,3192927.706,-,/,-,-,-,,,82,082
B7_T10,198453.633,3192965.819,-,/,-,-,-,CHANGE,,82,082
B7_T11,198142.9255,3193421.224,985.18,/,Ridgeline,"Grassland, Scrubland",4462.72,CHANGE,,83,083
B7_T11,198104.9753,3193445.693,-,/,-,-,-,,,83,083
B7_T11,198085.7852,3193450.909,-,/,-,-,-,,,83,083
B7_T11,198075.0669,3193457.549,-,/,-,-,-,,,83,083
B7_T11,198062.5679,3193474.726,-,/,-,-,-,,,83,083
B7_T11,198043.1887,3193483.369,-,/,-,-,-,,,83,083
B7_T11,198006.9979,3193508.669,-,/,-,-,-,,,83,083
B7_T11,197990.5083,3193526.685,-,/,-,-,-,,,83,083
B7_T11,197976.2774,3193551.905,-,/,-,-,-,,,83,083
B7_T11,197976.2951,3193551.914,-,/,-,-,-,,,83,083
B7_T11,197976.2774,3193551.905,-,/,-,-,-,,,83,083
B7_T11,197630.8535,3193743.47,-,/,-,-,-,,,83,083
B7_T11,197637.8092,3193734.346,-,/,-,-,-,,,83,083
B7_T11,197663.9861,3193714.161,-,/,-,-,-,,,83,083
B7_T11,197678.7522,3193682.853,-,/,-,-,-,,,83,083
B7_T11,197692.6072,3193664.636,-,/,-,-,-,,,83,083
B7_T11,197711.1244,3193663.008,-,/,-,-,-,,,83,083
B7_T11,197730.2714,3193670.73,-,/,-,-,-,,,83,083
B7_T11,197744.3418,3193669.755,-,/,-,-,-,,,83,083
B7_T11,197763.7701,3193656.529,-,/,-,-,-,,,83,083
B7_T11,197776.0691,3193656.189,-,/,-,-,-,,,83,083
B7_T11,197787.8752,3193666.455,-,/,-,-,-,,,83,083
B7_T11,197798.8736,3193668.679,-,/,-,-,-,,,83,083
B7_T11,197804.9008,3193675.906,-,/,-,-,-,,,83,083
B7_T11,197827.2978,3193676.233,-,/,-,-,-,,,83,083
B7_T11,197875.3673,3193649.581,-,/,-,-,-,,,83,083
B7_T11,197892.9098,3193627.994,-,/,-,-,-,,,83,083
B7_T11,197904.6229,3193624.341,-,/,-,-,-,,,83,083
B7_T11,197938.8581,3193595.353,-,/,-,-,-,,,83,083
B7_T11,197976.2774,3193551.905,-,/,-,-,-,,,83,083
B7_T11,197630.8351,3193743.507,-,/,-,-,-,,,83,083
B7_T11,197630.7766,3193743.59,-,/,-,-,-,,,83,083
B7_T11,197630.7553,3193743.594,-,/,-,-,-,,,83,083
B7_T11,197630.6912,3193743.549,-,/,-,-,-,,,83,083
B7_T11,197630.8351,3193743.507,-,/,-,-,-,,,83,083
B7_T11,197630.8535,3193743.47,-,/,-,-,-,,,83,083
B7_T11,197630.6912,3193743.549,-,/,-,-,-,,,83,083
B7_T11,197630.7553,3193743.594,-,/,-,-,-,,,83,083
B7_T11,197630.7618,3193743.602,-,/,-,-,-,,,83,083
B7_T11,197630.7766,3193743.59,-,/,-,-,-,,,83,083
B7_T11,197630.7618,3193743.602,-,/,-,-,-,,,83,083
B7_T11,197585.9002,3193766.968,-,/,-,-,-,,,83,083
B7_T11,197558.4326,3193775.408,-,/,-,-,-,,,83,083
B7_T11,197539.8599,3193775.647,-,/,-,-,-,,,83,083
B7_T11,197533.2386,3193785.185,-,/,-,-,-,,,83,083
B7_T11,197528.4797,3193801.445,-,/,-,-,-,,,83,083
B7_T11,197529.5533,3193807.433,-,/,-,-,-,,,83,083
B7_T11,197555.8616,3193845.908,-,/,-,-,-,,,83,083
B7_T11,197558.4418,3193863.808,-,/,-,-,-,,,83,083
B7_T11,197563.6112,3193873.615,-,/,-,-,-,,,83,083
B7_T11,197562.307,3193889.207,-,/,-,-,-,,,83,083
B7_T11,197597.5176,3193917.703,-,/,-,-,-,,,83,083
B7_T11,197607.7939,3193936.183,-,/,-,-,-,,,83,083
B7_T11,197617.9727,3193945.599,-,/,-,-,-,,,83,083
B7_T11,197616.5976,3193961.085,-,/,-,-,-,CHANGE,,83,083
B7_T12,195075.9485,3193691.747,760.4,/,Ridgeline,"Grassland, Scrubland",3821.92,CHANGE,,84,084
B7_T12,195042.0352,3193639.838,-,/,-,-,-,,,84,084
B7_T12,194850.6791,3193560.123,-,/,-,-,-,,,84,084
B7_T12,194813.8929,3193578.141,-,/,-,-,-,,,84,084
B7_T12,194773.5608,3193563.533,-,/,-,-,-,,,84,084
B7_T12,194770.2444,3193557.018,-,/,-,-,-,,,84,084
B7_T12,194758.9191,3193549.578,-,/,-,-,-,,,84,084
B7_T12,194735.2699,3193543.729,-,/,-,-,-,,,84,084
B7_T12,194721.5321,3193547.29,-,/,-,-,-,,,84,084
B7_T12,194701.6062,3193542.273,-,/,-,-,-,,,84,084
B7_T12,194684.2556,3193541.744,-,/,-,-,-,,,84,084
B7_T12,194609.2651,3193514.37,-,/,-,-,-,,,84,084
B7_T12,194574.5964,3193518.279,-,/,-,-,-,,,84,084
B7_T12,194552.6776,3193514.086,-,/,-,-,-,,,84,084
B7_T12,194491.1992,3193516.526,-,/,-,-,-,,,84,084
B7_T12,194485.344,3193521.498,-,/,-,-,-,,,84,084
B7_T12,194469.48,3193524.241,-,/,-,-,-,,,84,084
B7_T12,194447.49,3193533.182,-,/,-,-,-,,,84,084
B7_T12,194400.8797,3193531.445,-,/,-,-,-,,,84,084
B7_T12,194384.0724,3193535.06,-,/,-,-,-,CHANGE,,84,084
B8_T1,206985.1857,3175184.907,4699.75,/,Ridgeline,Scrubland,3850,CHANGE,,85,085
B8_T1,206985.6958,3175205.207,-,/,-,-,-,,,85,085
B8_T1,206961.8238,3175205.807,-,/,-,-,-,,,85,085
B8_T1,206963.1843,3175259.942,-,/,-,-,-,,,85,085
B8_T1,206939.8227,3175280.843,-,/,-,-,-,,,85,085
B8_T1,206897.5367,3175261.592,-,/,-,-,-,,,85,085
B8_T1,206855.0804,3175235.575,-,/,-,-,-,,,85,085
B8_T1,206788.752,3175210.158,-,/,-,-,-,,,85,085
B8_T1,206722.5934,3175191.508,-,/,-,-,-,,,85,085
B8_T1,206723.104,3175211.809,-,/,-,-,-,,,85,085
B8_T1,206640.914,3175268.046,-,/,-,-,-,,,85,085
B8_T1,206641.4248,3175288.346,-,/,-,-,-,,,85,085
B8_T1,206617.5529,3175288.947,-,/,-,-,-,,,85,085
B8_T1,206600.3301,3175316.465,-,/,-,-,-,,,85,085
B8_T1,206576.4583,3175317.066,-,/,-,-,-,,,85,085
B8_T1,206559.2357,3175344.584,-,/,-,-,-,,,85,085
B8_T1,206560.9387,3175412.253,-,/,-,-,-,,,85,085
B8_T1,206537.0671,3175412.854,-,/,-,-,-,,,85,085
B8_T1,206513.8768,3175440.522,-,/,-,-,-,,,85,085
B8_T1,206496.6545,3175468.04,-,/,-,-,-,,,85,085
B8_T1,206455.3905,3175489.393,-,/,-,-,-,,,85,085
B8_T1,206456.072,3175516.46,-,/,-,-,-,,,85,085
B8_T1,206367.7471,3175566.083,-,/,-,-,-,,,85,085
B8_T1,206327.1654,3175614.503,-,/,-,-,-,,,85,085
B8_T1,206220.9385,3175664.578,-,/,-,-,-,,,85,085
B8_T1,206197.7494,3175692.247,-,/,-,-,-,,,85,085
B8_T1,206180.5283,3175719.766,-,/,-,-,-,,,85,085
B8_T1,206156.6572,3175720.368,-,/,-,-,-,,,85,085
B8_T1,206091.5236,3175742.323,-,/,-,-,-,,,85,085
B8_T1,205984.7867,3175772.099,-,/,-,-,-,,,85,085
B8_T1,205943.0125,3175773.153,-,/,-,-,-,,,85,085
B8_T1,205901.7504,3175794.507,-,/,-,-,-,,,85,085
B8_T1,205859.9762,3175795.561,-,/,-,-,-,,,85,085
B8_T1,205836.7883,3175823.231,-,/,-,-,-,,,85,085
B8_T1,205812.9174,3175823.834,-,/,-,-,-,,,85,085
B8_T1,205795.6973,3175851.353,-,/,-,-,-,,,85,085
B8_T1,205772.3388,3175872.256,-,/,-,-,-,,,85,085
B8_T1,205754.4357,3175872.708,-,/,-,-,-,,,85,085
B8_T1,205731.2482,3175900.378,-,/,-,-,-,,,85,085
B8_T1,205707.8899,3175921.282,-,/,-,-,-,,,85,085
B8_T1,205666.7996,3175949.404,-,/,-,-,-,,,85,085
B8_T1,205669.1916,3176044.141,-,/,-,-,-,,,85,085
B8_T1,205711.6483,3176070.154,-,/,-,-,-,,,85,085
B8_T1,205736.7145,3176116.92,-,/,-,-,-,,,85,085
B8_T1,205712.8442,3176117.523,-,/,-,-,-,,,85,085
B8_T1,205696.1374,3176165.343,-,/,-,-,-,,,85,085
B8_T1,205672.9507,3176193.014,-,/,-,-,-,,,85,085
B8_T1,205655.0481,3176193.466,-,/,-,-,-,,,85,085
B8_T1,205566.7315,3176243.095,-,/,-,-,-,,,85,085
B8_T1,205501.0887,3176244.753,-,/,-,-,-,,,85,085
B8_T1,205501.7726,3176271.821,-,/,-,-,-,,,85,085
B8_T1,205463.0781,3176394.681,-,/,-,-,-,,,85,085
B8_T1,205023.768,3176967.808,-,/,-,-,-,,,85,085
B8_T1,204921.3284,3177166.769,-,/,-,-,-,,,85,085
